/Users/jeff/Desktop/Project2_YZ/olympus/pic.0380.jpg,380628591706112.0000,954652884992.0000,279646109696.0000,212492337152.0000,431727869952.0000,1022437818368.0000,60594757632.0000,19233114112.0000,15257834496.0000,35716714496.0000,306852003840.0000,19817629696.0000,6231450112.0000,5015363584.0000,13148596224.0000,234328014848.0000,16193865728.0000,5209387008.0000,4335598080.0000,12588021760.0000,482513977344.0000,36889559040.0000,13314028544.0000,12480139264.0000,40915603456.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0394.jpg,284802167078912.0000,1127366000640.0000,285151133696.0000,212657176576.0000,439760027648.0000,1592077451264.0000,60104785920.0000,16923041792.0000,12913550336.0000,31030816768.0000,375265624064.0000,17530310656.0000,5060167168.0000,3968971520.0000,10800299008.0000,243561791488.0000,13145579520.0000,4008353024.0000,3332194304.0000,10215635968.0000,441943490560.0000,30197211136.0000,10684391424.0000,10165571584.0000,35670757376.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.1061.jpg,252375348543488.0000,113877237760.0000,12412346368.0000,5287587840.0000,8950579200.0000,4522550784.0000,253165904.0000,69111960.0000,52100984.0000,162041184.0000,638913280.0000,44719440.0000,13692578.0000,11673602.0000,43570848.0000,391567392.0000,29513114.0000,10246186.0000,10198090.0000,45011560.0000,1079485824.0000,87263024.0000,36735552.0000,43503456.0000,221345856.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0419.jpg,361544474951680.0000,661102788608.0000,176374824960.0000,132945944576.0000,276730118144.0000,704293437440.0000,29895817216.0000,9072108544.0000,7696062464.0000,21063385088.0000,195679043584.0000,9636964352.0000,2938889728.0000,2607846912.0000,8153148928.0000,144508747776.0000,7919795200.0000,2547549696.0000,2404241152.0000,8251703808.0000,272817946624.0000,19124248576.0000,7084392960.0000,7448268800.0000,29966366720.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.1075.jpg,432301578125312.0000,224814137344.0000,34796621824.0000,19815325696.0000,34510475264.0000,515589079040.0000,6470742528.0000,1166193920.0000,764039936.0000,1924717440.0000,88492695552.0000,1679451008.0000,334367616.0000,237039856.0000,709831424.0000,45235785728.0000,1170030848.0000,259904432.0000,199549552.0000,668978240.0000,68140023808.0000,2341382656.0000,667677632.0000,606955968.0000,2310572800.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0343.jpg,255148119031808.0000,177250418688.0000,40921788416.0000,24461832192.0000,41397833728.0000,267712561152.0000,13103984640.0000,3124130816.0000,1912326016.0000,3889107712.0000,67510120448.0000,3896071424.0000,945532800.0000,612620672.0000,1484973568.0000,43538141184.0000,2682711552.0000,696463680.0000,504193952.0000,1430114304.0000,69747646464.0000,4995357696.0000,1590997376.0000,1415875456.0000,4604880384.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0425.jpg,515142940884992.0000,826921189376.0000,214797369344.0000,160628867072.0000,340472430592.0000,753046323200.0000,52388155392.0000,16803418112.0000,14116980736.0000,35914371072.0000,203135172608.0000,16419420160.0000,5542098432.0000,5045778944.0000,14913969152.0000,156338126848.0000,13773427712.0000,4999558144.0000,4835102720.0000,15713329152.0000,332468158464.0000,34455715840.0000,14526914560.0000,15502161920.0000,58684882944.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0431.jpg,334278948814848.0000,1374138531840.0000,377971638272.0000,270863761408.0000,540541517824.0000,1191727726592.0000,84842250240.0000,26037948416.0000,19095468032.0000,42112671744.0000,283662876672.0000,22828253184.0000,7338063872.0000,5697740800.0000,14565125120.0000,179955384320.0000,15321542656.0000,5325526016.0000,4624730624.0000,13937803264.0000,335985803264.0000,32856635392.0000,13579499520.0000,13987273728.0000,48686006272.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.1049.jpg,459917345423360.0000,1549977387008.0000,383278284800.0000,272763109376.0000,698679164928.0000,1264117088256.0000,37904003072.0000,10476052480.0000,8737294336.0000,24667166720.0000,365461995520.0000,12469693440.0000,3223799040.0000,2674978816.0000,8299883008.0000,272053223424.0000,10636494848.0000,2781580800.0000,2342044160.0000,7827219968.0000,528049831936.0000,26723184640.0000,8061911040.0000,7550827520.0000,28298960896.0000
/Users/jeff/Desktop/Project2_YZ/olympus/pic.0357.jpg,259050633691136.0000,948640153600.0000,211399770112.0000,155433353216.0000,365730168832.0000,999290044416.0000,56287780864.0000,16312354816.0000,13117647872.0000,35155828736.0000,308405633024.0000,20113494016.0000,5860066304.0000,4741206016.0000,13784035328.0000,255689588736.0000,17223178240.0000,5068355072.0000,4197284096.0000,13286156288.0000,523488428032.0000,38498545664.0000,12720244736.0000,12001638400.0000,43278995456.0000
